created_at,entry_id,field1,field2,field3,field4,field5,latitude,longitude,elevation,status
2020-07-12 17:18:11 -03,11978,"29.15
","1011.51
","78.60
","0.00
","90
",,,,
2020-07-12 17:18:42 -03,11979,"29.19
","1011.50
","78.60
","0.00
","90
",,,,
2020-07-12 17:19:14 -03,11980,"29.18
","1011.52
","78.70
","0.00
","135
",,,,
2020-07-12 17:19:45 -03,11981,"29.21
","1011.48
","78.40
","0.00
","90
",,,,
2020-07-12 17:20:17 -03,11982,"29.20
","1011.52
","78.50
","0.00
","135
",,,,
2020-07-12 17:20:48 -03,11983,"29.22
","1011.51
","78.30
","0.00
","135
",,,,
2020-07-12 17:21:20 -03,11984,"29.25
","1011.55
","78.40
","0.00
","90
",,,,
2020-07-12 17:21:51 -03,11985,"29.13
","1011.53
","78.40
","0.00
","90
",,,,
2020-07-12 17:22:22 -03,11986,"29.10
","1011.52
","78.20
","0.00
","90
",,,,
2020-07-12 17:22:54 -03,11987,"29.14
","1011.51
","78.50
","0.00
","90
",,,,
2020-07-12 17:23:25 -03,11988,"29.13
","1011.57
","78.70
","0.00
","135
",,,,
2020-07-12 17:23:57 -03,11989,"29.05
","1011.57
","78.40
","0.00
","45
",,,,
2020-07-12 17:24:28 -03,11990,"29.11
","1011.57
","78.50
","0.00
","90
",,,,
2020-07-12 17:25:00 -03,11991,"29.16
","1011.54
","78.60
","0.00
","135
",,,,
2020-07-12 17:25:32 -03,11992,"29.20
","1011.55
","78.80
","0.00
","90
",,,,
2020-07-12 17:26:04 -03,11993,"29.22
","1011.54
","78.70
","0.00
","90
",,,,
2020-07-12 17:26:36 -03,11994,"29.25
","1011.52
","78.50
","0.00
","135
",,,,
2020-07-12 17:27:07 -03,11995,"29.27
","1011.56
","78.60
","0.00
","90
",,,,
2020-07-12 17:27:39 -03,11996,"29.25
","1011.57
","78.50
","0.00
","90
",,,,
2020-07-12 17:28:10 -03,11997,"29.23
","1011.57
","78.10
","0.00
","90
",,,,
2020-07-12 17:28:42 -03,11998,"29.23
","1011.60
","78.40
","0.00
","90
",,,,
2020-07-12 17:29:13 -03,11999,"29.19
","1011.65
","78.50
","0.00
","135
",,,,
2020-07-12 17:29:44 -03,12000,"29.02
","1011.56
","78.20
","0.00
","135
",,,,
2020-07-12 17:30:16 -03,12001,"29.04
","1011.59
","78.40
","0.00
","135
",,,,
2020-07-12 17:30:47 -03,12002,"29.12
","1011.60
","78.90
","0.00
","90
",,,,
2020-07-12 17:31:19 -03,12003,"29.14
","1011.62
","79.10
","0.00
","135
",,,,
2020-07-12 17:31:50 -03,12004,"29.18
","1011.63
","78.80
","0.00
","135
",,,,
2020-07-12 17:32:22 -03,12005,"29.08
","1011.62
","78.80
","0.00
","135
",,,,
2020-07-12 17:32:53 -03,12006,"29.13
","1011.61
","78.70
","0.00
","90
",,,,
2020-07-12 17:33:25 -03,12007,"29.18
","1011.62
","78.70
","0.00
","135
",,,,
2020-07-12 17:33:56 -03,12008,"29.19
","1011.63
","78.60
","0.00
","135
",,,,
2020-07-12 17:34:29 -03,12009,"29.22
","1011.65
","78.40
","0.00
","90
",,,,
2020-07-12 17:35:00 -03,12010,"29.23
","1011.60
","78.60
","0.00
","90
",,,,
2020-07-12 17:35:31 -03,12011,"29.24
","1011.62
","78.60
","0.00
","90
",,,,
2020-07-12 17:36:03 -03,12012,"29.25
","1011.62
","78.70
","0.00
","135
",,,,
2020-07-12 17:36:34 -03,12013,"29.19
","1011.63
","78.40
","0.00
","135
",,,,
2020-07-12 17:37:06 -03,12014,"29.22
","1011.60
","78.70
","0.00
","135
",,,,
2020-07-12 17:37:37 -03,12015,"29.24
","1011.63
","78.80
","0.00
","135
",,,,
2020-07-12 17:38:09 -03,12016,"29.25
","1011.66
","78.70
","0.00
","135
",,,,
2020-07-12 17:38:40 -03,12017,"29.27
","1011.61
","78.90
","0.00
","90
",,,,
2020-07-12 17:39:11 -03,12018,"29.28
","1011.66
","78.80
","0.00
","90
",,,,
2020-07-12 17:39:43 -03,12019,"29.29
","1011.63
","78.50
","0.00
","90
",,,,
2020-07-12 17:40:14 -03,12020,"29.29
","1011.66
","78.50
","0.00
","90
",,,,
2020-07-12 17:40:46 -03,12021,"29.29
","1011.64
","78.40
","0.00
","90
",,,,
2020-07-12 17:41:17 -03,12022,"29.12
","1011.62
","78.50
","0.00
","90
",,,,
2020-07-12 17:41:48 -03,12023,"29.18
","1011.66
","78.40
","0.00
","90
",,,,
2020-07-12 17:42:20 -03,12024,"29.15
","1011.67
","78.60
","0.00
","135
",,,,
2020-07-12 17:42:51 -03,12025,"29.15
","1011.61
","78.60
","0.00
","90
",,,,
2020-07-12 17:43:23 -03,12026,"29.19
","1011.70
","78.60
","0.00
","135
",,,,
2020-07-12 17:43:54 -03,12027,"29.21
","1011.65
","78.70
","0.00
","90
",,,,
2020-07-12 17:44:26 -03,12028,"29.22
","1011.62
","78.80
","0.00
","90
",,,,
2020-07-12 17:44:57 -03,12029,"29.24
","1011.67
","78.80
","0.00
","90
",,,,
2020-07-12 17:45:28 -03,12030,"29.18
","1011.67
","78.70
","0.00
","90
",,,,
2020-07-12 17:46:00 -03,12031,"29.21
","1011.67
","78.50
","0.00
","90
",,,,
2020-07-12 17:46:31 -03,12032,"29.23
","1011.68
","78.80
","0.00
","135
",,,,
2020-07-12 17:47:02 -03,12033,"29.24
","1011.63
","78.80
","0.00
","90
",,,,
2020-07-12 17:47:34 -03,12034,"29.25
","1011.69
","78.80
","0.00
","90
",,,,
2020-07-12 17:48:05 -03,12035,"29.19
","1011.68
","78.60
","0.00
","135
",,,,
2020-07-12 17:48:37 -03,12036,"29.20
","1011.70
","78.50
","0.00
","135
",,,,
2020-07-12 17:49:08 -03,12037,"29.22
","1011.71
","78.70
","0.00
","135
",,,,
2020-07-12 17:49:40 -03,12038,"29.24
","1011.71
","78.80
","0.00
","90
",,,,
2020-07-12 17:50:11 -03,12039,"29.22
","1011.69
","79.00
","0.00
","135
",,,,
2020-07-12 17:50:42 -03,12040,"29.24
","1011.72
","78.70
","0.00
","135
",,,,
2020-07-12 17:51:14 -03,12041,"29.24
","1011.75
","78.80
","0.00
","90
",,,,
2020-07-12 17:51:45 -03,12042,"29.24
","1011.73
","78.80
","0.00
","90
",,,,
2020-07-12 17:52:16 -03,12043,"29.25
","1011.79
","78.90
","0.00
","135
",,,,
2020-07-12 17:52:48 -03,12044,"29.25
","1011.75
","78.80
","0.00
","90
",,,,
2020-07-12 17:53:23 -03,12045,"29.26
","1011.76
","79.00
","0.00
","90
",,,,
2020-07-12 17:53:54 -03,12046,"29.25
","1011.73
","78.90
","0.00
","90
",,,,
2020-07-12 17:54:26 -03,12047,"29.24
","1011.78
","78.80
","0.00
","135
",,,,
2020-07-12 17:54:57 -03,12048,"29.24
","1011.73
","78.50
","0.00
","90
",,,,
2020-07-12 17:55:29 -03,12049,"29.26
","1011.74
","78.50
","0.00
","90
",,,,
2020-07-12 17:56:00 -03,12050,"29.22
","1011.77
","78.70
","0.00
","90
",,,,
2020-07-12 17:56:32 -03,12051,"29.22
","1011.75
","78.40
","0.00
","90
",,,,
2020-07-12 17:57:03 -03,12052,"29.24
","1011.79
","78.60
","0.00
","90
",,,,
2020-07-12 17:57:34 -03,12053,"29.25
","1011.78
","78.90
","0.00
","90
",,,,
2020-07-12 17:58:06 -03,12054,"29.25
","1011.75
","78.90
","0.00
","90
",,,,
2020-07-12 17:58:37 -03,12055,"29.26
","1011.79
","78.90
","0.00
","90
",,,,
2020-07-12 17:59:09 -03,12056,"29.26
","1011.78
","79.00
","0.00
","135
",,,,
2020-07-12 17:59:40 -03,12057,"29.26
","1011.78
","79.00
","0.00
","90
",,,,
2020-07-12 18:00:13 -03,12058,"29.26
","1011.79
","78.90
","0.00
","135
",,,,
2020-07-12 18:00:44 -03,12059,"29.26
","1011.76
","79.00
","0.00
","90
",,,,
2020-07-12 18:01:16 -03,12060,"29.28
","1011.81
","79.10
","0.00
","90
",,,,
2020-07-12 18:01:47 -03,12061,"29.21
","1011.75
","78.90
","0.00
","135
",,,,
2020-07-12 18:02:19 -03,12062,"29.22
","1011.78
","78.50
","0.00
","135
",,,,
2020-07-12 18:02:51 -03,12063,"29.23
","1011.79
","78.70
","0.00
","135
",,,,
2020-07-12 18:03:22 -03,12064,"29.24
","1011.80
","78.90
","0.00
","135
",,,,
2020-07-12 18:03:54 -03,12065,"29.24
","1011.84
","78.80
","0.00
","90
",,,,
2020-07-12 18:04:25 -03,12066,"29.24
","1011.84
","79.00
","0.00
","90
",,,,
2020-07-12 18:04:56 -03,12067,"29.25
","1011.79
","79.10
","0.00
","90
",,,,
2020-07-12 18:05:28 -03,12068,"29.24
","1011.86
","79.10
","0.00
","90
",,,,
2020-07-12 18:05:59 -03,12069,"29.25
","1011.86
","79.10
","0.00
","90
",,,,
2020-07-12 18:06:31 -03,12070,"29.25
","1011.85
","79.30
","0.00
","135
",,,,
2020-07-12 18:07:02 -03,12071,"29.25
","1011.91
","79.20
","0.00
","90
",,,,
2020-07-12 18:07:33 -03,12072,"29.24
","1011.90
","79.20
","0.00
","90
",,,,
2020-07-12 18:08:05 -03,12073,"29.16
","1011.93
","79.10
","0.00
","90
",,,,
2020-07-12 18:08:36 -03,12074,"29.19
","1011.91
","79.00
","0.00
","90
",,,,
2020-07-12 18:09:08 -03,12075,"29.21
","1011.92
","79.20
","0.00
","135
",,,,
2020-07-12 18:09:39 -03,12076,"29.23
","1011.94
","79.50
","10.34
","90
",,,,
2020-07-12 18:10:11 -03,12077,"29.22
","1011.97
","79.50
","0.00
","90
",,,,
2020-07-12 18:10:42 -03,12078,"29.21
","1011.95
","79.40
","0.00
","90
",,,,
2020-07-12 18:11:14 -03,12079,"29.22
","1011.93
","79.10
","0.00
","90
",,,,
2020-07-12 18:11:45 -03,12080,"29.22
","1011.89
","79.40
","0.00
","90
",,,,
2020-07-12 18:12:16 -03,12081,"29.24
","1012.00
","79.50
","0.00
","90
",,,,
2020-07-12 18:12:48 -03,12082,"29.24
","1011.97
","79.60
","0.00
","90
",,,,
2020-07-12 18:13:19 -03,12083,"29.24
","1011.97
","79.40
","0.00
","135
",,,,
2020-07-12 18:13:50 -03,12084,"29.23
","1011.95
","79.50
","0.00
","90
",,,,
2020-07-12 18:14:22 -03,12085,"29.23
","1011.97
","79.40
","0.00
","90
",,,,
2020-07-12 18:14:54 -03,12086,"29.24
","1011.99
","79.70
","0.00
","90
",,,,
2020-07-12 18:15:26 -03,12087,"29.25
","1011.96
","79.60
","0.00
","90
",,,,
2020-07-12 18:15:57 -03,12088,"29.25
","1012.00
","79.40
","0.00
","90
",,,,
2020-07-12 18:16:28 -03,12089,"29.25
","1011.96
","79.50
","0.00
","90
",,,,
2020-07-12 18:17:00 -03,12090,"29.15
","1011.98
","79.50
","0.00
","90
",,,,
2020-07-12 18:17:32 -03,12091,"29.12
","1012.04
","79.50
","0.00
","90
",,,,
2020-07-12 18:18:03 -03,12092,"29.14
","1012.06
","79.60
","0.00
","90
",,,,
2020-07-12 18:18:35 -03,12093,"29.16
","1012.05
","79.70
","0.00
","90
",,,,
2020-07-12 18:19:06 -03,12094,"29.18
","1012.07
","79.80
","0.00
","90
",,,,
2020-07-12 18:19:37 -03,12095,"29.16
","1012.06
","79.90
","16.26
","135
",,,,
2020-07-12 18:20:09 -03,12096,"29.19
","1012.09
","79.70
","0.00
","135
",,,,
2020-07-12 18:20:41 -03,12097,"29.20
","1012.04
","79.90
","0.00
","90
",,,,
2020-07-12 18:21:12 -03,12098,"29.21
","1012.06
","79.70
","0.00
","135
",,,,
2020-07-12 18:21:43 -03,12099,"29.20
","1012.04
","79.70
","0.00
","135
",,,,
2020-07-12 18:22:15 -03,12100,"29.22
","1012.06
","79.60
","0.00
","90
",,,,
2020-07-12 18:22:46 -03,12101,"29.23
","1012.06
","79.60
","0.00
","90
",,,,
2020-07-12 18:23:19 -03,12102,"29.21
","1012.03
","79.70
","0.00
","90
",,,,
2020-07-12 18:23:50 -03,12103,"29.22
","1012.07
","79.60
","0.00
","90
",,,,
2020-07-12 18:24:22 -03,12104,"29.23
","1012.01
","79.80
","0.00
","90
",,,,
2020-07-12 18:24:53 -03,12105,"29.23
","1012.07
","79.80
","0.00
","90
",,,,
2020-07-12 18:25:25 -03,12106,"29.24
","1012.06
","79.70
","0.00
","90
",,,,
2020-07-12 18:25:56 -03,12107,"29.23
","1012.09
","79.80
","0.00
","135
",,,,
2020-07-12 18:26:27 -03,12108,"29.15
","1012.08
","79.50
","0.00
","90
",,,,
2020-07-12 18:26:59 -03,12109,"29.15
","1012.09
","79.60
","0.00
","90
",,,,
2020-07-12 18:27:30 -03,12110,"29.10
","1012.15
","79.60
","0.00
","90
",,,,
2020-07-12 18:28:02 -03,12111,"29.13
","1012.11
","79.70
","0.00
","90
",,,,
2020-07-12 18:28:33 -03,12112,"29.16
","1012.11
","79.90
","0.00
","90
",,,,
2020-07-12 18:29:04 -03,12113,"29.16
","1012.17
","79.90
","0.00
","90
",,,,
2020-07-12 18:29:36 -03,12114,"29.16
","1012.11
","79.80
","0.00
","90
",,,,
2020-07-12 18:30:07 -03,12115,"29.18
","1012.14
","80.00
","0.00
","90
",,,,
2020-07-12 18:30:39 -03,12116,"29.15
","1012.12
","80.20
","0.00
","90
",,,,
2020-07-12 18:31:11 -03,12117,"29.18
","1012.16
","80.00
","0.00
","90
",,,,
2020-07-12 18:31:43 -03,12118,"29.16
","1012.10
","80.10
","0.00
","90
",,,,
2020-07-12 18:32:14 -03,12119,"29.15
","1012.16
","79.80
","0.00
","90
",,,,
2020-07-12 18:32:46 -03,12120,"29.17
","1012.15
","80.00
","0.00
","90
",,,,
2020-07-12 18:33:17 -03,12121,"29.18
","1012.20
","80.20
","0.00
","135
",,,,
2020-07-12 18:33:49 -03,12122,"29.21
","1012.17
","80.20
","0.00
","135
",,,,
2020-07-12 18:34:21 -03,12123,"29.23
","1012.17
","80.10
","0.00
","90
",,,,
2020-07-12 18:34:52 -03,12124,"29.19
","1012.18
","80.00
","0.00
","135
",,,,
2020-07-12 18:35:23 -03,12125,"29.18
","1012.17
","79.60
","0.00
","90
",,,,
2020-07-12 18:35:55 -03,12126,"29.23
","1012.19
","80.10
","0.00
","90
",,,,
2020-07-12 18:36:26 -03,12127,"29.23
","1012.17
","80.00
","0.00
","90
",,,,
2020-07-12 18:36:59 -03,12128,"29.24
","1012.14
","79.70
","0.00
","135
",,,,
2020-07-12 18:37:30 -03,12129,"29.21
","1012.17
","79.70
","0.00
","90
",,,,
2020-07-12 18:38:02 -03,12130,"29.23
","1012.20
","79.60
","0.00
","135
",,,,
2020-07-12 18:38:33 -03,12131,"29.12
","1012.18
","79.50
","0.00
","135
",,,,
2020-07-12 18:39:05 -03,12132,"29.18
","1012.16
","79.60
","0.00
","90
",,,,
2020-07-12 18:39:36 -03,12133,"29.22
","1012.18
","79.70
","0.00
","90
",,,,
2020-07-12 18:40:07 -03,12134,"29.23
","1012.21
","79.80
","0.00
","90
",,,,
2020-07-12 18:40:39 -03,12135,"29.09
","1012.18
","79.60
","0.00
","135
",,,,
2020-07-12 18:41:10 -03,12136,"29.04
","1012.20
","79.20
","0.00
","90
",,,,
2020-07-12 18:41:42 -03,12137,"29.01
","1012.27
","79.50
","0.00
","135
",,,,
2020-07-12 18:42:13 -03,12138,"28.93
","1012.21
","79.70
","0.00
","135
",,,,
2020-07-12 18:42:45 -03,12139,"29.00
","1012.22
","79.80
","0.00
","135
",,,,
2020-07-12 18:43:16 -03,12140,"29.05
","1012.20
","80.10
","0.00
","135
",,,,
2020-07-12 18:43:47 -03,12141,"29.07
","1012.17
","80.00
","0.00
","135
",,,,
2020-07-12 18:44:19 -03,12142,"29.13
","1012.25
","79.90
","0.00
","135
",,,,
2020-07-12 18:44:50 -03,12143,"29.14
","1012.18
","79.90
","0.00
","135
",,,,
2020-07-12 18:45:22 -03,12144,"29.18
","1012.20
","79.60
","0.00
","90
",,,,
2020-07-12 18:45:53 -03,12145,"29.18
","1012.17
","79.50
","0.00
","135
",,,,
2020-07-12 18:46:25 -03,12146,"29.21
","1012.22
","79.10
","0.00
","90
",,,,
2020-07-12 18:46:56 -03,12147,"29.19
","1012.22
","79.10
","0.00
","90
",,,,
2020-07-12 18:47:27 -03,12148,"29.12
","1012.29
","79.00
","0.00
","90
",,,,
2020-07-12 18:47:59 -03,12149,"29.18
","1012.23
","79.10
","0.00
","135
",,,,
2020-07-12 18:48:30 -03,12150,"29.21
","1012.18
","79.20
","0.00
","90
",,,,
2020-07-12 18:49:01 -03,12151,"29.18
","1012.18
","79.20
","0.00
","90
",,,,
2020-07-12 18:49:33 -03,12152,"29.22
","1012.15
","79.00
","0.00
","90
",,,,
2020-07-12 18:50:04 -03,12153,"29.22
","1012.18
","79.20
","0.00
","90
",,,,
2020-07-12 18:50:35 -03,12154,"29.25
","1012.15
","79.20
","0.00
","90
",,,,
2020-07-12 18:51:07 -03,12155,"29.28
","1012.17
","79.20
","0.00
","135
",,,,
2020-07-12 18:51:38 -03,12156,"29.29
","1012.17
","79.00
","0.00
","90
",,,,
2020-07-12 18:52:10 -03,12157,"29.31
","1012.15
","79.10
","0.00
","90
",,,,
2020-07-12 18:52:41 -03,12158,"29.32
","1012.16
","78.80
","0.00
","135
",,,,
2020-07-12 18:53:12 -03,12159,"29.34
","1012.19
","78.90
","0.00
","90
",,,,
2020-07-12 18:53:44 -03,12160,"29.34
","1012.16
","79.00
","0.00
","135
",,,,
2020-07-12 18:54:15 -03,12161,"29.35
","1012.18
","78.90
","0.00
","90
",,,,
2020-07-12 18:54:46 -03,12162,"29.36
","1012.18
","78.80
","0.00
","90
",,,,
2020-07-12 18:55:18 -03,12163,"29.30
","1012.17
","78.50
","0.00
","135
",,,,
2020-07-12 18:55:49 -03,12164,"29.29
","1012.19
","78.10
","0.00
","90
",,,,
2020-07-12 18:56:20 -03,12165,"29.32
","1012.24
","78.60
","0.00
","90
",,,,
2020-07-12 18:56:52 -03,12166,"29.35
","1012.24
","78.50
","0.00
","90
",,,,
2020-07-12 18:57:23 -03,12167,"29.35
","1012.21
","78.80
","0.00
","90
",,,,
2020-07-12 18:57:55 -03,12168,"29.37
","1012.21
","78.60
","0.00
","90
",,,,
2020-07-12 18:58:26 -03,12169,"29.35
","1012.19
","78.50
","0.00
","135
",,,,
2020-07-12 18:58:57 -03,12170,"29.22
","1012.22
","78.30
","0.00
","45
",,,,
2020-07-12 18:59:29 -03,12171,"29.23
","1012.20
","78.10
","0.00
","90
",,,,
2020-07-12 19:00:00 -03,12172,"29.28
","1012.25
","78.30
","0.00
","90
",,,,
2020-07-12 19:00:31 -03,12173,"29.29
","1012.25
","78.40
","0.00
","135
",,,,
2020-07-12 19:01:03 -03,12174,"29.28
","1012.22
","78.20
","0.00
","90
",,,,
2020-07-12 19:01:34 -03,12175,"29.31
","1012.26
","78.10
","0.00
","135
",,,,
2020-07-12 19:02:05 -03,12176,"29.33
","1012.27
","78.20
","0.00
","135
",,,,
2020-07-12 19:02:37 -03,12177,"29.36
","1012.29
","78.10
","0.00
","90
",,,,
2020-07-12 19:03:08 -03,12178,"29.40
","1012.33
","78.10
","0.00
","90
",,,,
2020-07-12 19:03:40 -03,12179,"29.41
","1012.29
","78.30
","0.00
","90
",,,,
2020-07-12 19:04:11 -03,12180,"29.42
","1012.24
","78.00
","0.00
","90
",,,,
2020-07-12 19:04:42 -03,12181,"29.42
","1012.30
","78.10
","0.00
","135
",,,,
2020-07-12 19:05:14 -03,12182,"29.36
","1012.33
","78.00
","0.00
","135
",,,,
2020-07-12 19:05:45 -03,12183,"29.40
","1012.33
","77.50
","0.00
","90
",,,,
2020-07-12 19:06:16 -03,12184,"29.43
","1012.29
","77.60
","0.00
","90
",,,,
2020-07-12 19:06:48 -03,12185,"29.41
","1012.34
","77.60
","0.00
","90
",,,,
2020-07-12 19:07:19 -03,12186,"29.45
","1012.36
","77.60
","0.00
","135
",,,,
2020-07-12 19:07:51 -03,12187,"29.45
","1012.33
","77.60
","0.00
","90
",,,,
2020-07-12 19:08:22 -03,12188,"29.47
","1012.39
","77.70
","0.00
","135
",,,,
2020-07-12 19:08:53 -03,12189,"29.48
","1012.40
","77.80
","0.00
","90
",,,,
2020-07-12 19:09:25 -03,12190,"29.46
","1012.35
","77.70
","0.00
","90
",,,,
2020-07-12 19:09:56 -03,12191,"29.45
","1012.35
","77.40
","0.00
","90
",,,,
2020-07-12 19:10:27 -03,12192,"29.48
","1012.36
","77.60
","0.00
","135
",,,,
2020-07-12 19:10:59 -03,12193,"29.45
","1012.38
","77.60
","0.00
","135
",,,,
2020-07-12 19:11:30 -03,12194,"29.48
","1012.41
","77.30
","0.00
","135
",,,,
2020-07-12 19:12:02 -03,12195,"29.49
","1012.37
","77.30
","0.00
","135
",,,,
2020-07-12 19:12:33 -03,12196,"29.51
","1012.41
","77.40
","0.00
","90
",,,,
2020-07-12 19:13:04 -03,12197,"29.52
","1012.39
","77.50
","0.00
","90
",,,,
2020-07-12 19:13:36 -03,12198,"29.53
","1012.36
","77.40
","0.00
","90
",,,,
2020-07-12 19:14:07 -03,12199,"29.55
","1012.42
","77.50
","0.00
","90
",,,,
2020-07-12 19:14:38 -03,12200,"29.56
","1012.42
","77.20
","0.00
","135
",,,,
2020-07-12 19:15:10 -03,12201,"29.57
","1012.37
","77.30
","0.00
","180
",,,,
2020-07-12 19:15:41 -03,12202,"29.59
","1012.41
","77.40
","0.00
","180
",,,,
2020-07-12 19:16:12 -03,12203,"29.60
","1012.44
","77.10
","0.00
","90
",,,,
2020-07-12 19:16:44 -03,12204,"29.60
","1012.39
","77.10
","0.00
","90
",,,,
2020-07-12 19:17:15 -03,12205,"29.47
","1012.39
","77.10
","0.00
","90
",,,,
2020-07-12 19:17:47 -03,12206,"29.51
","1012.47
","76.80
","0.00
","90
",,,,
2020-07-12 19:18:18 -03,12207,"29.54
","1012.42
","77.30
","0.00
","135
",,,,
2020-07-12 19:18:49 -03,12208,"29.56
","1012.44
","77.40
","0.00
","90
",,,,
2020-07-12 19:19:21 -03,12209,"29.54
","1012.43
","77.30
","0.00
","90
",,,,
2020-07-12 19:19:52 -03,12210,"29.57
","1012.47
","77.30
","0.00
","90
",,,,
2020-07-12 19:20:23 -03,12211,"29.60
","1012.47
","77.40
","0.00
","90
",,,,
2020-07-12 19:20:55 -03,12212,"29.62
","1012.47
","77.30
","0.00
","135
",,,,
2020-07-12 19:21:26 -03,12213,"29.63
","1012.48
","77.30
","0.00
","90
",,,,
2020-07-12 19:21:58 -03,12214,"29.62
","1012.49
","77.00
","0.00
","90
",,,,
2020-07-12 19:22:29 -03,12215,"29.63
","1012.47
","76.90
","0.00
","90
",,,,
2020-07-12 19:23:00 -03,12216,"29.62
","1012.47
","77.00
","0.00
","90
",,,,
2020-07-12 19:23:32 -03,12217,"29.63
","1012.48
","77.10
","0.00
","90
",,,,
2020-07-12 19:24:03 -03,12218,"29.65
","1012.48
","77.00
","0.00
","90
",,,,
2020-07-12 19:24:34 -03,12219,"29.67
","1012.51
","77.10
","0.00
","90
",,,,
2020-07-12 19:25:06 -03,12220,"29.68
","1012.50
","77.00
","0.00
","90
",,,,
2020-07-12 19:25:37 -03,12221,"29.69
","1012.57
","76.90
","0.00
","90
",,,,
2020-07-12 19:26:09 -03,12222,"29.69
","1012.55
","77.00
","0.00
","135
",,,,
2020-07-12 19:26:40 -03,12223,"29.70
","1012.60
","76.80
","0.00
","135
",,,,
2020-07-12 19:27:11 -03,12224,"29.73
","1012.59
","76.80
","0.00
","135
",,,,
2020-07-12 19:27:43 -03,12225,"29.74
","1012.59
","76.80
","0.00
","135
",,,,
2020-07-12 19:28:14 -03,12226,"29.73
","1012.60
","76.80
","0.00
","135
",,,,
2020-07-12 19:28:45 -03,12227,"29.69
","1012.62
","76.60
","0.00
","90
",,,,
2020-07-12 19:29:17 -03,12228,"29.70
","1012.58
","76.60
","0.00
","90
",,,,
2020-07-12 19:29:48 -03,12229,"29.72
","1012.58
","76.80
","0.00
","135
",,,,
2020-07-12 19:30:19 -03,12230,"29.71
","1012.56
","76.70
","0.00
","135
",,,,
2020-07-12 19:30:51 -03,12231,"29.69
","1012.58
","76.90
","0.00
","135
",,,,
2020-07-12 19:31:22 -03,12232,"29.68
","1012.62
","76.80
","0.00
","135
",,,,
2020-07-12 19:31:53 -03,12233,"29.71
","1012.61
","76.90
","0.00
","135
",,,,
2020-07-12 19:32:25 -03,12234,"29.72
","1012.59
","77.00
","0.00
","90
",,,,
2020-07-12 19:32:56 -03,12235,"29.74
","1012.64
","77.10
","0.00
","90
",,,,
2020-07-12 19:33:28 -03,12236,"29.76
","1012.65
","76.80
","0.00
","90
",,,,
2020-07-12 19:33:59 -03,12237,"29.76
","1012.61
","76.70
","0.00
","135
",,,,
2020-07-12 19:34:30 -03,12238,"29.77
","1012.67
","76.80
","0.00
","90
",,,,
2020-07-12 19:35:02 -03,12239,"29.76
","1012.63
","76.70
","0.00
","90
",,,,
2020-07-12 19:35:33 -03,12240,"29.81
","1012.62
","76.40
","0.00
","90
",,,,
2020-07-12 19:36:04 -03,12241,"29.82
","1012.64
","76.50
","0.00
","90
",,,,
2020-07-12 19:36:36 -03,12242,"29.84
","1012.63
","76.60
","0.00
","90
",,,,
2020-07-12 19:37:07 -03,12243,"29.85
","1012.66
","76.40
","0.00
","90
",,,,
2020-07-12 19:37:39 -03,12244,"29.84
","1012.66
","76.30
","0.00
","90
",,,,
2020-07-12 19:38:10 -03,12245,"29.85
","1012.69
","76.40
","0.00
","90
",,,,
2020-07-12 19:38:41 -03,12246,"29.83
","1012.66
","76.20
","0.00
","90
",,,,
2020-07-12 19:39:13 -03,12247,"29.84
","1012.70
","76.30
","0.00
","90
",,,,
2020-07-12 19:39:44 -03,12248,"29.83
","1012.68
","76.40
","0.00
","90
",,,,
2020-07-12 19:40:15 -03,12249,"29.83
","1012.62
","76.20
","0.00
","135
",,,,
2020-07-12 19:40:47 -03,12250,"29.85
","1012.64
","76.30
","0.00
","135
",,,,
2020-07-12 19:41:18 -03,12251,"29.87
","1012.62
","76.20
","0.00
","135
",,,,
2020-07-12 19:41:49 -03,12252,"29.88
","1012.64
","76.30
","0.00
","135
",,,,
2020-07-12 19:42:21 -03,12253,"29.88
","1012.66
","76.50
","0.00
","135
",,,,
2020-07-12 19:42:52 -03,12254,"29.87
","1012.65
","76.40
","0.00
","135
",,,,
2020-07-12 19:43:24 -03,12255,"29.87
","1012.66
","76.60
","0.00
","135
",,,,
2020-07-12 19:43:55 -03,12256,"29.87
","1012.69
","76.40
","0.00
","135
",,,,
2020-07-12 19:44:26 -03,12257,"29.88
","1012.64
","76.40
","0.00
","135
",,,,
2020-07-12 19:44:58 -03,12258,"29.89
","1012.68
","76.60
","0.00
","135
",,,,
2020-07-12 19:45:29 -03,12259,"29.87
","1012.67
","76.40
","0.00
","135
",,,,
2020-07-12 19:46:00 -03,12260,"29.86
","1012.68
","76.30
","0.00
","135
",,,,
2020-07-12 19:46:32 -03,12261,"29.87
","1012.69
","76.60
","0.00
","135
",,,,
2020-07-12 19:47:03 -03,12262,"29.86
","1012.66
","76.50
","0.00
","135
",,,,
2020-07-12 19:47:34 -03,12263,"29.86
","1012.67
","76.80
","0.00
","135
",,,,
2020-07-12 19:48:06 -03,12264,"29.87
","1012.70
","76.70
","0.00
","90
",,,,
2020-07-12 19:48:37 -03,12265,"29.86
","1012.70
","76.80
","0.00
","90
",,,,
2020-07-12 19:49:09 -03,12266,"29.86
","1012.74
","76.70
","0.00
","90
",,,,
2020-07-12 19:49:40 -03,12267,"29.88
","1012.73
","76.80
","0.00
","90
",,,,
